,url,LaBSE Similarity,name,code,industry_text
0,https://vingroup.net/,0.56771904,TẬP ĐOÀN VINGROUP -  CÔNG TY CP,101245486,"Dịch vụ lưu trú ngắn ngày,Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,Tư vấn máy vi tính và quản trị hệ thống máy vi tính,Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính,Xử lý dữ liệu, cho thuê và các hoạt động liên quan,Khai thác, xử lý và cung cấp nước,Thoát nước và xử lý nước thải,Thu gom rác thải không độc hại,Phá dỡ,Chuẩn bị mặt bằng,Lắp đặt hệ thống điện,Lắp đặt hệ thống xây dựng khác,Hoàn thiện công trình xây dựng,Hoạt động xây dựng chuyên dụng khác,Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống,Bán buôn đồ dùng khác cho gia đình,Bán buôn máy móc, thiết bị và phụ tùng máy khác,Hoạt động sáng tác, nghệ thuật và giải trí,Hoạt động của các cơ sở thể thao,Hoạt động của các công viên vui chơi và công viên theo chủ đề,Hoạt động vui chơi giải trí khác chưa được phân vào đâu,Hoạt động hỗ trợ dịch vụ tài chính chưa được phân vào đâu,Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê,Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất,Hoạt động của trụ sở văn phòng,Hoạt động tư vấn quản lý,Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,Quảng cáo,Nghiên cứu thị trường và thăm dò dư luận,Dịch vụ hành chính văn phòng tổng hợp,Lắp đặt hệ thống cấp, thoát nước, lò sưởi và điều hoà không khí,Đại lý, môi giới, đấu giá,Xây dựng nhà để ở,Xây dựng nhà không để ở,Xây dựng công trình đường sắt,Xây dựng công trình đường bộ,Xây dựng công trình công ích khác,Xây dựng công trình kỹ thuật dân dụng khác"
1,https://baovietonline.com.vn/,0.34260005,TỔNG CÔNG TY BẢO HIỂM BẢO VIỆT,101527385,Bảo hiểm phi nhân thọ khác
2,https://ibaohiem.vn/gioi-thieu-bao-hiem-hang-khong-vni/,0.45585895,CÔNG TY CỔ PHẦN BẢO HIỂM HÀNG KHÔNG,102737963,Hoạt động dịch vụ tài chính (trừ bảo hiểm và bảo hiểm xã hội)
3,https://www.bibica.com.vn/,0.5163491,CÔNG TY CỔ PHẦN BIBICA,3600363970,"Sản xuất các loại bánh từ bột,Sản xuất giấy nhăn, bìa nhăn, bao bì từ giấy và bìa,Sản xuất ca cao, sôcôla và mứt kẹo,Sản xuất đồ uống không cồn, nước khoáng,Chưng, tinh cất và pha chế các loại rượu mạnh,Sản xuất thực phẩm khác chưa được phân vào đâu,Bán buôn thực phẩm,Bán buôn đồ uống,Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê,Chế biến và bảo quản rau quả,Quảng cáo,Đại lý, môi giới, đấu giá,Vận tải hàng hóa bằng đường bộ,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,Kho bãi và lưu giữ hàng hóa,Bốc xếp hàng hóa,Dịch vụ đóng gói,Sản xuất sản phẩm từ plastic,Sản xuất sản phẩm khác bằng kim loại chưa được phân vào đâu,Chế biến, bảo quản thịt và các sản phẩm từ thịt,Chế biến, bảo quản thuỷ sản và các sản phẩm từ thuỷ sản,Sản xuất đường"
4,https://anphatbioplastics.com/,0.1772711,CÔNG TY CỔ PHẦN NHỰA VÀ MÔI TRƯỜNG XANH AN PHÁT,800789746,Hoạt động dịch vụ phục vụ cá nhân khác chưa được phân vào đâu
